DDB_ID,Mention_ID,Grain_Index,Candidate_Rank,Is_Primary,Block_Tag,Title,Place,Date_Text,Date_When,Date_NotBefore,Date_NotAfter,Grain_Form,Qty_Value,Qty_Unit,Price_Value,Price_Cur,Score,Dist_GP,Dist_GQ,Span_Toks,Lines_Crossed,Priceword_Near,Ambiguous,AltScore,Alt_Qty,Alt_Price,Context_Window,Grain_Canon,Unit_Canon,Cur_Canon,Place_Canon,QtyNum,PriceNum,UnitPrice_raw,Year,YearBin,Context_Clean,Context_OneLine,Tier,Price_DrachmaEq,Qty_Liters,Price_per_Liter_DrachmaEq,Price_per_Artaba_DrachmaEq,log_Price_per_Liter
p.mich;5;238r,1,1,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρο,,,40.0,δραχμων,44.17,4,-1,4,0,yes,yes,40.82,,40 οβολοι,"Ὀρσενούφιο ς πρὸ ς Ἁρυώτη ν τιμῆ ς πυρο ῦ ἀργ υρίου δραχμῶν 40 ὀβολοὶ 7
ὁμο λογία Πετεεῦτο ς",wheat (pyros),,drachma,Arsinoite,,40.0,,46.0,25.0,"Ὀρσενούφιο ς πρὸ ς Ἁρυώτη ν τιμῆ ς πυρο ῦ ἀργ υρίου δραχμῶν 40 ὀβολοὶ 7
ὁμο λογία Πετεεῦτο ς",Ὀρσενούφιο ς πρὸ ς Ἁρυώτη ν τιμῆ ς πυρο ῦ ἀργ υρίου δραχμῶν 40 ὀβολοὶ 7 ὁμο λογία Πετεεῦτο ς,C,40.0,,,,
p.mich;5;238r,1,2,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,5.0,αρταβων,200.0,δραχμων,56.21,4,1,5,0,no,yes,50.83,5 αρταβων,200 δραχμων,"ναικὸς πρὸ ς Κρονίωνα παραθήκη ς ἀργ υρίου δραχμῶν 200 καὶ
πυροῦ ἀρταβῶν 5 καὶ κριθῆ ς ἀρταβῶν 5 δραχμαὶ 6",wheat (pyros),artaba,drachma,Arsinoite,5.0,200.0,40.0,46.0,25.0,"ναικὸς πρὸ ς Κρονίωνα παραθήκη ς ἀργ υρίου δραχμῶν 200 καὶ
πυροῦ ἀρταβῶν 5 καὶ κριθῆ ς ἀρταβῶν 5 δραχμαὶ 6",ναικὸς πρὸ ς Κρονίωνα παραθήκη ς ἀργ υρίου δραχμῶν 200 καὶ πυροῦ ἀρταβῶν 5 καὶ κριθῆ ς ἀρταβῶν 5 δραχμαὶ 6,C,200.0,194.0,1.0309278350515463,39.99999999999999,0.013228265733755101
p.mich;5;238r,1,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,5.0,αρταβων,5.0,δραχμαι,59.03,3,2,3,0,no,yes,56.86,5 αρταβων,5 δραχμαι,"δραχμῶν 200 καὶ
πυροῦ ἀρταβῶν 5 καὶ κριθῆ ς ἀρταβῶν 5 δραχμαὶ 6
μίσ θωσις Διδύμου πρὸ ς",barley (krithē),artaba,drachma,Arsinoite,5.0,5.0,1.0,46.0,25.0,"δραχμῶν 200 καὶ
πυροῦ ἀρταβῶν 5 καὶ κριθῆ ς ἀρταβῶν 5 δραχμαὶ 6
μίσ θωσις Διδύμου πρὸ ς",δραχμῶν 200 καὶ πυροῦ ἀρταβῶν 5 καὶ κριθῆ ς ἀρταβῶν 5 δραχμαὶ 6 μίσ θωσις Διδύμου πρὸ ς,C,5.0,194.0,0.02577319587628866,0.9999999999999999,-1.5888317255942073
p.mich;5;238r,2,1,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,6.5,αρταβων,6.5,δραχμαι,64.97,2,1,2,0,no,yes,61.72,6.5 αρταβων,0.5 δραχμαι,"παραθ ή κης ἀργ υρίου δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 6 1/2 δραχμαὶ 3
μίσ θωσις Τεφερσῶτο ς",wheat (pyros),artaba,drachma,Arsinoite,6.5,6.5,1.0,46.0,25.0,"παραθ ή κης ἀργ υρίου δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 6 1/2 δραχμαὶ 3
μίσ θωσις Τεφερσῶτο ς",παραθ ή κης ἀργ υρίου δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 6 1/2 δραχμαὶ 3 μίσ θωσις Τεφερσῶτο ς,B,6.5,252.2,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,2,2,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρο,2.0,αρταβων,80.0,δραχμων,53.03,4,2,6,0,no,yes,47.89,6 αρταβων,80 δραχμων,"ς πρὸ ς Ὀννόφριν παραθή κης ἀργ υρίου δραχμῶν 80 καὶ
πυρο ῦ ἀρταβῶν 2 καὶ κριθῆ ς ἀρταβῶν 6 δραχμαὶ 2",wheat (pyros),artaba,drachma,Arsinoite,2.0,80.0,40.0,46.0,25.0,"ς πρὸ ς Ὀννόφριν παραθή κης ἀργ υρίου δραχμῶν 80 καὶ
πυρο ῦ ἀρταβῶν 2 καὶ κριθῆ ς ἀρταβῶν 6 δραχμαὶ 2",ς πρὸ ς Ὀννόφριν παραθή κης ἀργ υρίου δραχμῶν 80 καὶ πυρο ῦ ἀρταβῶν 2 καὶ κριθῆ ς ἀρταβῶν 6 δραχμαὶ 2,C,80.0,77.6,1.0309278350515465,40.0,0.013228265733755195
p.mich;5;238r,2,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,6.0,αρταβων,6.0,δραχμαι,57.03,3,2,3,0,no,yes,54.86,2 αρταβων,6 δραχμαι,"80 καὶ
πυρο ῦ ἀρταβῶν 2 καὶ κριθῆ ς ἀρταβῶν 6 δραχμαὶ 2
ὁμο λογία Σιαιέπιος πρὸ ς",barley (krithē),artaba,drachma,Arsinoite,6.0,6.0,1.0,46.0,25.0,"80 καὶ
πυρο ῦ ἀρταβῶν 2 καὶ κριθῆ ς ἀρταβῶν 6 δραχμαὶ 2
ὁμο λογία Σιαιέπιος πρὸ ς",80 καὶ πυρο ῦ ἀρταβῶν 2 καὶ κριθῆ ς ἀρταβῶν 6 δραχμαὶ 2 ὁμο λογία Σιαιέπιος πρὸ ς,C,6.0,232.79999999999998,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,2,4,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,8.5,αρταβων,8.5,οβολοι,57.03,3,2,3,0,no,yes,54.02,8.5 αρταβων,0.5 οβολοι,"ὁμο λογία Μιεῦτο ς πρὸ ς Ἡρώδη ν κριθῆ ς ἀρταβῶν 8 1/2 ὀβολοὶ 6
ὁμο λογία Θενπατύνιος πρὸ",barley (krithē),artaba,obol,Arsinoite,8.5,8.5,1.0,46.0,25.0,"ὁμο λογία Μιεῦτο ς πρὸ ς Ἡρώδη ν κριθῆ ς ἀρταβῶν 8 1/2 ὀβολοὶ 6
ὁμο λογία Θενπατύνιος πρὸ",ὁμο λογία Μιεῦτο ς πρὸ ς Ἡρώδη ν κριθῆ ς ἀρταβῶν 8 1/2 ὀβολοὶ 6 ὁμο λογία Θενπατύνιος πρὸ,C,1.4166666666666665,329.79999999999995,0.00429553264604811,0.16666666666666666,-2.3669829759778507
p.mich;5;238r,2,5,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,3.0,αρταβων,3.0,δραχμαι,62.97,2,1,2,0,no,yes,59.72,3 αρταβων,2 δραχμαι,"ν παραθή κης ἀργ υρίου δραχμῶν 7 καὶ πυροῦ ἀρταβῶν 3 δραχμαὶ 2
ὁμο λογία Ταμύσθας πρὸ ς",wheat (pyros),artaba,drachma,Arsinoite,3.0,3.0,1.0,46.0,25.0,"ν παραθή κης ἀργ υρίου δραχμῶν 7 καὶ πυροῦ ἀρταβῶν 3 δραχμαὶ 2
ὁμο λογία Ταμύσθας πρὸ ς",ν παραθή κης ἀργ υρίου δραχμῶν 7 καὶ πυροῦ ἀρταβῶν 3 δραχμαὶ 2 ὁμο λογία Ταμύσθας πρὸ ς,B,3.0,116.39999999999999,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,2,6,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,6.5,αρταβων,6.5,δραχμαι,60.97,2,1,2,0,no,yes,57.72,6.5 αρταβων,0.5 δραχμαι,"Ἀπολλώ νιον παρα θήκης ἀργυρίου δραχμῶν 212 καὶ πυροῦ ἀρταβῶν 6 1/2 δραχμαὶ 4
ὁμο λογία Ἁρμιύσιο ς",wheat (pyros),artaba,drachma,Arsinoite,6.5,6.5,1.0,46.0,25.0,"Ἀπολλώ νιον παρα θήκης ἀργυρίου δραχμῶν 212 καὶ πυροῦ ἀρταβῶν 6 1/2 δραχμαὶ 4
ὁμο λογία Ἁρμιύσιο ς",Ἀπολλώ νιον παρα θήκης ἀργυρίου δραχμῶν 212 καὶ πυροῦ ἀρταβῶν 6 1/2 δραχμαὶ 4 ὁμο λογία Ἁρμιύσιο ς,B,6.5,252.2,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,2,7,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,15.0,αρταβων,15.0,δραχμαι,59.03,3,2,3,0,no,yes,58.01,15 αρταβων,120 δραχμων,"Κρονίωνα παρα θήκης ἀργ υρίου δραχμῶν 120 καὶ κριθῆ ς ἀρταβῶν 15 δραχμαὶ 4
ὁμο λογία Πετεμεννόφριο ς καὶ",barley (krithē),artaba,drachma,Arsinoite,15.0,15.0,1.0,46.0,25.0,"Κρονίωνα παρα θήκης ἀργ υρίου δραχμῶν 120 καὶ κριθῆ ς ἀρταβῶν 15 δραχμαὶ 4
ὁμο λογία Πετεμεννόφριο ς καὶ",Κρονίωνα παρα θήκης ἀργ υρίου δραχμῶν 120 καὶ κριθῆ ς ἀρταβῶν 15 δραχμαὶ 4 ὁμο λογία Πετεμεννόφριο ς καὶ,C,15.0,582.0,0.02577319587628866,0.9999999999999999,-1.5888317255942073
p.mich;5;238r,2,8,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,3.0,αρταβων,3.0,δραχμαι,62.97,2,1,2,0,no,yes,59.72,3 αρταβων,2 δραχμαι,"Ὀννόφριν παραθή κης ἀργ υρίου δραχμῶν 40 καὶ πυροῦ ἀρταβῶν 3 δραχμαὶ 2
ὁμο λογία Ποσιδωνίο υ πρὸ",wheat (pyros),artaba,drachma,Arsinoite,3.0,3.0,1.0,46.0,25.0,"Ὀννόφριν παραθή κης ἀργ υρίου δραχμῶν 40 καὶ πυροῦ ἀρταβῶν 3 δραχμαὶ 2
ὁμο λογία Ποσιδωνίο υ πρὸ",Ὀννόφριν παραθή κης ἀργ υρίου δραχμῶν 40 καὶ πυροῦ ἀρταβῶν 3 δραχμαὶ 2 ὁμο λογία Ποσιδωνίο υ πρὸ,B,3.0,116.39999999999999,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,2,9,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθ,4.0,αρταβων,4.0,οβολοι,59.03,3,2,3,0,no,yes,58.01,4 αρταβων,20 δραχμων,"ν παραθή κης ἀργ υρίου δραχμῶν 20 καὶ κριθ ῆς ἀρταβῶν 4 ὀβολοὶ 8
δάνει ον δάνη ον Λυσιμάχο",barley (krithē),artaba,obol,Arsinoite,4.0,4.0,1.0,46.0,25.0,"ν παραθή κης ἀργ υρίου δραχμῶν 20 καὶ κριθ ῆς ἀρταβῶν 4 ὀβολοὶ 8
δάνει ον δάνη ον Λυσιμάχο",ν παραθή κης ἀργ υρίου δραχμῶν 20 καὶ κριθ ῆς ἀρταβῶν 4 ὀβολοὶ 8 δάνει ον δάνη ον Λυσιμάχο,C,0.6666666666666666,155.2,0.00429553264604811,0.16666666666666666,-2.3669829759778507
p.mich;5;238r,2,10,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,5.0,αρταβων,5.0,δραχμαι,62.97,2,1,2,0,no,yes,59.72,5 αρταβων,2 δραχμαι,"ς Ἀπολλώνιο ν παρα θήκης δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 5 δραχμαὶ 2
μίσ θωσις Ἡρώδου καὶ ἄλλο",wheat (pyros),artaba,drachma,Arsinoite,5.0,5.0,1.0,46.0,25.0,"ς Ἀπολλώνιο ν παρα θήκης δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 5 δραχμαὶ 2
μίσ θωσις Ἡρώδου καὶ ἄλλο",ς Ἀπολλώνιο ν παρα θήκης δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 5 δραχμαὶ 2 μίσ θωσις Ἡρώδου καὶ ἄλλο,B,5.0,194.0,0.02577319587628866,0.9999999999999999,-1.5888317255942073
p.mich;5;238r,2,11,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,12.0,αρταβων,12.0,οβολοι,62.97,2,1,2,0,no,yes,59.72,12 αρταβων,10 οβολοι,"4 ὁμο λογία Λυσιμάχο υ πρὸ ς Ψενταμιεῦν πυροῦ ἀρταβῶν 12 ὀβολοὶ 10
ὁμο λογία Ἡρακλή ου πρὸ",wheat (pyros),artaba,obol,Arsinoite,12.0,12.0,1.0,46.0,25.0,"4 ὁμο λογία Λυσιμάχο υ πρὸ ς Ψενταμιεῦν πυροῦ ἀρταβῶν 12 ὀβολοὶ 10
ὁμο λογία Ἡρακλή ου πρὸ",4 ὁμο λογία Λυσιμάχο υ πρὸ ς Ψενταμιεῦν πυροῦ ἀρταβῶν 12 ὀβολοὶ 10 ὁμο λογία Ἡρακλή ου πρὸ,B,2.0,465.59999999999997,0.00429553264604811,0.16666666666666666,-2.3669829759778507
p.mich;5;238r,2,12,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,4.0,αρταβων,4.0,δραχμαι,62.97,2,1,2,0,no,yes,59.72,4 αρταβων,2 δραχμαι,"ς Λυσίμαχο ν παρα θήκης δραχμῶν 7 καὶ πυροῦ ἀρταβῶν 4 δραχμαὶ 2
ὁμο λογία Τμάρσιος πρὸ ς",wheat (pyros),artaba,drachma,Arsinoite,4.0,4.0,1.0,46.0,25.0,"ς Λυσίμαχο ν παρα θήκης δραχμῶν 7 καὶ πυροῦ ἀρταβῶν 4 δραχμαὶ 2
ὁμο λογία Τμάρσιος πρὸ ς",ς Λυσίμαχο ν παρα θήκης δραχμῶν 7 καὶ πυροῦ ἀρταβῶν 4 δραχμαὶ 2 ὁμο λογία Τμάρσιος πρὸ ς,B,4.0,155.2,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,2,13,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,12.0,αρταβων,12.0,οβολοι,62.97,2,1,2,0,no,yes,59.72,12 αρταβων,10 οβολοι,Νεστνήφιο ς καὶ ἄλλο υ πρὸ ς Ἥρωνα πυροῦ ἀρταβῶν 12 ὀβολοὶ 10,wheat (pyros),artaba,obol,Arsinoite,12.0,12.0,1.0,46.0,25.0,Νεστνήφιο ς καὶ ἄλλο υ πρὸ ς Ἥρωνα πυροῦ ἀρταβῶν 12 ὀβολοὶ 10,Νεστνήφιο ς καὶ ἄλλο υ πρὸ ς Ἥρωνα πυροῦ ἀρταβῶν 12 ὀβολοὶ 10,B,2.0,465.59999999999997,0.00429553264604811,0.16666666666666666,-2.3669829759778507
p.mich;5;238r,3,1,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,7.0,αρταβων,7.0,δραχμαι,64.97,2,1,2,0,no,yes,61.72,7 αρταβων,3 δραχμαι,"Κρονίωνα παραθή κης ἀργ υρίου δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 7 δραχμαὶ 3
21 μίσ θωσις Διδύμου πρὸ",wheat (pyros),artaba,drachma,Arsinoite,7.0,7.0,1.0,46.0,25.0,"Κρονίωνα παραθή κης ἀργ υρίου δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 7 δραχμαὶ 3
21 μίσ θωσις Διδύμου πρὸ",Κρονίωνα παραθή κης ἀργ υρίου δραχμῶν 100 καὶ πυροῦ ἀρταβῶν 7 δραχμαὶ 3 21 μίσ θωσις Διδύμου πρὸ,B,7.0,271.59999999999997,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,3,2,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,13.0,αρταβων,13.0,οβολοι,61.03,3,2,3,0,no,yes,60.01,13 αρταβων,32 δραχμων,"πρὸ ς Ὀρσεῦν ἀργ υρίου δραχμῶν 32 καὶ κριθῆ ς ἀρταβῶν 13 ὀβολοὶ 11
ὁμο λογία Παώπιος καὶ ἄλλο",barley (krithē),artaba,obol,Arsinoite,13.0,13.0,1.0,46.0,25.0,"πρὸ ς Ὀρσεῦν ἀργ υρίου δραχμῶν 32 καὶ κριθῆ ς ἀρταβῶν 13 ὀβολοὶ 11
ὁμο λογία Παώπιος καὶ ἄλλο",πρὸ ς Ὀρσεῦν ἀργ υρίου δραχμῶν 32 καὶ κριθῆ ς ἀρταβῶν 13 ὀβολοὶ 11 ὁμο λογία Παώπιος καὶ ἄλλο,B,2.1666666666666665,504.4,0.0042955326460481094,0.16666666666666663,-2.366982975977851
p.mich;5;238r,3,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,2.0,αρταβων,200.0,δραχμων,58.21,4,1,5,0,no,yes,55.92,2 αρταβων,2 δραχμαι,"ν πρὸ ς Κρονίωνα παραθή κης ἀργ υρίου δραχμῶν 200 καὶ
πυροῦ ἀρταβῶν 2 τῶν δύο 2 δραχμαὶ 4",wheat (pyros),artaba,drachma,Arsinoite,2.0,200.0,100.0,46.0,25.0,"ν πρὸ ς Κρονίωνα παραθή κης ἀργ υρίου δραχμῶν 200 καὶ
πυροῦ ἀρταβῶν 2 τῶν δύο 2 δραχμαὶ 4",ν πρὸ ς Κρονίωνα παραθή κης ἀργ υρίου δραχμῶν 200 καὶ πυροῦ ἀρταβῶν 2 τῶν δύο 2 δραχμαὶ 4,C,200.0,77.6,2.577319587628866,100.0,0.4111682744057928
p.mich;5;238r,4,1,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,4.0,αρταβων,4.0,οβολοι,62.97,2,1,2,0,no,yes,59.72,4 αρταβων,7 οβολοι,"Σισώειν παραθή κης ἀργ υρίου δραχμῶν 88 καὶ πυροῦ ἀρταβῶν 4 ὀβολοὶ 7
ὁμο λογία Θερμούθιος καὶ ἄλλο",wheat (pyros),artaba,obol,Arsinoite,4.0,4.0,1.0,46.0,25.0,"Σισώειν παραθή κης ἀργ υρίου δραχμῶν 88 καὶ πυροῦ ἀρταβῶν 4 ὀβολοὶ 7
ὁμο λογία Θερμούθιος καὶ ἄλλο",Σισώειν παραθή κης ἀργ υρίου δραχμῶν 88 καὶ πυροῦ ἀρταβῶν 4 ὀβολοὶ 7 ὁμο λογία Θερμούθιος καὶ ἄλλο,B,0.6666666666666666,155.2,0.00429553264604811,0.16666666666666666,-2.3669829759778507
p.mich;5;238r,4,2,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,2.0,αρταβων,2.0,οβολοι,62.97,2,1,2,0,no,yes,59.72,2 αρταβων,12 οβολοι,"πρὸ ς Ἀπολλώνιον παραθ ήκης δραχμῶν 40 καὶ πυροῦ ἀρταβῶν 2 ὀβολοὶ 12
ὁμο λογία Θερμούθι ος π",wheat (pyros),artaba,obol,Arsinoite,2.0,2.0,1.0,46.0,25.0,"πρὸ ς Ἀπολλώνιον παραθ ήκης δραχμῶν 40 καὶ πυροῦ ἀρταβῶν 2 ὀβολοὶ 12
ὁμο λογία Θερμούθι ος π",πρὸ ς Ἀπολλώνιον παραθ ήκης δραχμῶν 40 καὶ πυροῦ ἀρταβῶν 2 ὀβολοὶ 12 ὁμο λογία Θερμούθι ος π,B,0.3333333333333333,77.6,0.00429553264604811,0.16666666666666666,-2.3669829759778507
p.mich;5;238r,4,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,3.0,αρταβων,64.0,δραχμων,61.2,3,1,4,0,no,no,,,,"καὶ ἄλλο υ πρὸ ς Ἥρωνα ἀργ υρίου δραχμῶν 64 καὶ πυροῦ ἀρταβῶν 3 πέμπτον χάρις Ἡρω νᾶτι
ὁμο λογία",wheat (pyros),artaba,drachma,Arsinoite,3.0,64.0,21.333333333333332,46.0,25.0,"καὶ ἄλλο υ πρὸ ς Ἥρωνα ἀργ υρίου δραχμῶν 64 καὶ πυροῦ ἀρταβῶν 3 πέμπτον χάρις Ἡρω νᾶτι
ὁμο λογία",καὶ ἄλλο υ πρὸ ς Ἥρωνα ἀργ υρίου δραχμῶν 64 καὶ πυροῦ ἀρταβῶν 3 πέμπτον χάρις Ἡρω νᾶτι ὁμο λογία,B,64.0,116.39999999999999,0.5498281786941581,21.333333333333332,-0.25977300632998246
p.mich;5;238r,4,4,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,11.0,αρταβων,11.0,οβολοι,64.97,2,1,2,0,no,yes,61.72,11 αρταβων,20 οβολοι,"πρὸ ς Ἥρωνα ἀργ υρίου δραχμῶν 200 καὶ πυροῦ ἀρταβῶν 11 ὀβολοὶ 20
ὁμο λογία Ταποντῶτ ο ς",wheat (pyros),artaba,obol,Arsinoite,11.0,11.0,1.0,46.0,25.0,"πρὸ ς Ἥρωνα ἀργ υρίου δραχμῶν 200 καὶ πυροῦ ἀρταβῶν 11 ὀβολοὶ 20
ὁμο λογία Ταποντῶτ ο ς",πρὸ ς Ἥρωνα ἀργ υρίου δραχμῶν 200 καὶ πυροῦ ἀρταβῶν 11 ὀβολοὶ 20 ὁμο λογία Ταποντῶτ ο ς,B,1.8333333333333333,426.79999999999995,0.00429553264604811,0.16666666666666666,-2.3669829759778507
p.mich;5;238r,5,1,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,10.5,αρταβων,10.5,δραχμαι,62.97,2,1,2,0,no,yes,59.72,10.5 αρταβων,0.5 δραχμαι,"πρὸ ς Φομσάειν ἀργ υρίου δραχμῶν 18 καὶ πυροῦ ἀρταβῶν 10 1/2 δραχμαὶ 4
τροφῖτ ις Ἡρακλείδο υ",wheat (pyros),artaba,drachma,Arsinoite,10.5,10.5,1.0,46.0,25.0,"πρὸ ς Φομσάειν ἀργ υρίου δραχμῶν 18 καὶ πυροῦ ἀρταβῶν 10 1/2 δραχμαὶ 4
τροφῖτ ις Ἡρακλείδο υ",πρὸ ς Φομσάειν ἀργ υρίου δραχμῶν 18 καὶ πυροῦ ἀρταβῶν 10 1/2 δραχμαὶ 4 τροφῖτ ις Ἡρακλείδο υ,B,10.5,407.4,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,5,2,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθη,3.0,αρταβων,3.0,δραχμαι,59.03,3,2,3,0,no,yes,58.01,3 αρταβων,24 δραχμων,"πρὸ ς Ἡρωδίωνα ἀργ υρίου δραχμῶν 24 καὶ κριθῆ ς ἀρταβῶν 3 δραχμαὶ 4
δάνει ον δάνη ον Διδύμου",barley (krithē),artaba,drachma,Arsinoite,3.0,3.0,1.0,46.0,25.0,"πρὸ ς Ἡρωδίωνα ἀργ υρίου δραχμῶν 24 καὶ κριθῆ ς ἀρταβῶν 3 δραχμαὶ 4
δάνει ον δάνη ον Διδύμου",πρὸ ς Ἡρωδίωνα ἀργ υρίου δραχμῶν 24 καὶ κριθῆ ς ἀρταβῶν 3 δραχμαὶ 4 δάνει ον δάνη ον Διδύμου,C,3.0,116.39999999999999,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,5,3,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,κριθ,4.0,αρταβων,4.0,δραχμαι,59.03,3,2,3,0,no,yes,58.01,4 αρταβων,24 δραχμων,"ν παραθή κης ἀργ υρίου δραχμῶν 24 καὶ κριθ ῆς ἀρταβῶν 4 δραχμαὶ 2
25 ὁμο λογία Κρονίωνος καὶ",barley (krithē),artaba,drachma,Arsinoite,4.0,4.0,1.0,46.0,25.0,"ν παραθή κης ἀργ υρίου δραχμῶν 24 καὶ κριθ ῆς ἀρταβῶν 4 δραχμαὶ 2
25 ὁμο λογία Κρονίωνος καὶ",ν παραθή κης ἀργ υρίου δραχμῶν 24 καὶ κριθ ῆς ἀρταβῶν 4 δραχμαὶ 2 25 ὁμο λογία Κρονίωνος καὶ,C,4.0,155.2,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,5,4,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,5.5,αρταβων,5.5,δραχμαι,62.97,2,1,2,0,no,yes,59.72,5.5 αρταβων,0.5 δραχμαι,"πρὸ ς Ἡρωδίωνα παρα θήκης δραχμῶν 72 καὶ πυροῦ ἀρταβῶν 5 1/2 δραχμαὶ 6
27 ὁμο λογία Ἡρώδο",wheat (pyros),artaba,drachma,Arsinoite,5.5,5.5,1.0,46.0,25.0,"πρὸ ς Ἡρωδίωνα παρα θήκης δραχμῶν 72 καὶ πυροῦ ἀρταβῶν 5 1/2 δραχμαὶ 6
27 ὁμο λογία Ἡρώδο",πρὸ ς Ἡρωδίωνα παρα θήκης δραχμῶν 72 καὶ πυροῦ ἀρταβῶν 5 1/2 δραχμαὶ 6 27 ὁμο λογία Ἡρώδο,B,5.5,213.39999999999998,0.025773195876288662,1.0,-1.5888317255942073
p.mich;5;238r,5,5,1,yes,ab,Grapheion Register,Tebtynis (Arsinoites),26. Dez. 46,0046-12-26,,,πυρου,3.5,αρταβων,3.5,δραχμαι,64.97,2,1,2,0,no,yes,61.72,3.5 αρταβων,0.5 δραχμαι,"ς Λυσίμαχο ν παραθή κης δραχμῶν 60 καὶ πυροῦ ἀρταβῶν 3 1/2 δραχμαὶ 2
30 ὁμο λογία Ἁρμιύσιο",wheat (pyros),artaba,drachma,Arsinoite,3.5,3.5,1.0,46.0,25.0,"ς Λυσίμαχο ν παραθή κης δραχμῶν 60 καὶ πυροῦ ἀρταβῶν 3 1/2 δραχμαὶ 2
30 ὁμο λογία Ἁρμιύσιο",ς Λυσίμαχο ν παραθή κης δραχμῶν 60 καὶ πυροῦ ἀρταβῶν 3 1/2 δραχμαὶ 2 30 ὁμο λογία Ἁρμιύσιο,B,3.5,135.79999999999998,0.025773195876288662,1.0,-1.5888317255942073
